Sequence ID,Wormbase ID,Category 1,Category 2,Category 3,Description
T22G5.5,WBGene00011932,Metabolism,Metabolism: lipid,Metabolism: lipid: sphingolipid,"sptl-3 is an ortholog of human SPTLC3 (serine palmitoyltransferase long chain base subunit 3) and SPTLC2 (serine palmitoyltransferase long chain base subunit 2); sptl-3 is predicted to have catalytic activity, based on protein domain information."
T22G5.6,WBGene00002260,Metabolism,Metabolism: lipid,Metabolism: lipid: binding,"lpb-8 belongs to a family of small intracellular fatty acid binding proteins (FABPs) that includes As-p18, found in the parasitic nematode Ascaris suum; lpb-8 shares 55% identity with bovine heart FABP but only 25% identity with As-p18 and lacks a secretory signal"
C06B3.4,WBGene00007363,Metabolism,Metabolism: lipid,Metabolism: lipid: sterol,"stdh-1 encodes a putative steroid dehydrogenase required for normally  short lifespan; STDH-1 is orthologous to human HSD17B3 (OMIM:605573,  mutated in pseudohermaphroditism), HSD17B12 (OMIM:609574), and HSDL1,  and paralogous to LET-767 and STDH-2/-4; STDH-1 is expressed in larval  intestine, and in both larval and adult body wall muscle and neurons."
C06B3.5,WBGene00007364,Metabolism,Metabolism: lipid,Metabolism: lipid: sterol,"stdh-3 encodes a putative steroid dehydrogenase orthologous to human  HSD17B3 (OMIM:605573, mutated in pseudohermaphroditism), HSD17B12  (OMIM:609574), and HSDL1, and paralogous to LET-767, STDH-1/-2, and  STDH-4; STDH-3 has no obvious function in mass RNAi assays."
C06B3.8,WBGene00001552,Signaling,Signaling: heteromeric G protein,Signaling: heteromeric G protein: guanylyl cyclase,"gcy-32 encodes a soluble guanylate cyclase; a gcy-32::gfp reporter fusion is expressed in the URX, AQR, and PQR neurons."
R10D12.12,WBGene00011193,Metabolism,Metabolism: amino sugar,Metabolism: amino sugar,"algn-13 is an ortholog of human ALG13 (ALG13, UDP-N-acetylglucosaminyltransferase subunit); algn-13 is predicted to have transferase activity, transferring hexosyl groups, based on protein domain information."
F40G12.9,WBGene00009604,Unknown,Unknown,Unknown,"Microarray and tiling array studies indicate that F40G12.9 is affected by cid-1, spe-44, rsr-2, daf-2, and mir-34; microarray studies indicate that F40G12.9 is affected by Colistin, adsorbable organic bromine compounds, and Sirolimus."
Y49A3A.1,WBGene00013024,Metabolism,Metabolism: lipid,Metabolism: lipid: phospholipid,"Y49A3A.1 encodes a homolog of choline/ethanolaminephosphotransferase choline phosphotransferase 1; Y49A3A.1 shares an operon with vha-13, and thus might be a previously undescribed V-ATPase component or ancillary protein."
Y49A3A.2,WBGene00013025,Lysosome,Lysosome: Vacoular ATPase,Lysosome: Vacoular ATPase,"vha-13 encodes an ortholog of subunit A of the cytoplasmic (V1) domain of vacuolar proton-translocating ATPase (V-ATPase); VHA-13 is predicted to hydrolyse ATP as part of a cytosolic VHA-12/VHA-13 heterohexamer, whose activity drives the V-ATPase rotor; VHA-13 levels are lowered in mutants with either abnormally low or abnormally high calcineurin levels, and elevated in mutants lacking both calcineurin and calreticulin; VHA-13 is dispensable for alae formation, like the V1 subunit VHA-8, but not like the V0 subunits VHA-1 and VHA-4."
C15H11.8,WBGene00007616,Ribosome,Ribosome: subunit,Ribosome: subunit,"rpoa-12 is an ortholog of human ZNRD1 (zinc ribbon domain containing 1); rpoa-12 is predicted to have DNA binding activity, DNA-directed 5'-3' RNA polymerase activity, and zinc ion binding activity, based on protein domain information."
F23B12.5,WBGene00009082,Metabolism,Metabolism: glycolysis,Metabolism: glycolysis,"dlat-1 is orthologous to the human gene dihydrolipoyllysine acetyltransferase component of the pyruvate dehydrogenase complex, mitochondrial; dlat-1 is involved in embryo development and reproduction; dlat-1 is predicted to have dihydrolipoyllysine-residue acetyltransferase activity, based on protein domain information; dlat-1 is expressed in the pharynx, anal depressor muscle, nervous system, head, tail, reproductive system, intestine, and the body wall musculature."
F23B12.6,WBGene00006465,Transmembrane transport,Transmembrane transport: other,Transmembrane transport: other,"fntb-1 is an ortholog of human FNTB (farnesyltransferase, CAAX box, beta) and CHURC1-FNTB (CHURC1-FNTB readthrough); fntb-1 is predicted to have catalytic activity, based on protein domain information; fntb-1 is expressed in the CANR, CANL, certain ventral cord neurons, all motor neurons, pharyngeal muscle cell, body wall musculature, head neurons, tail neurons, vulval cell, and the rectal epithelial cell."
C54G10.4,WBGene00008320,Transmembrane transport,Transmembrane transport: solute carrier,Transmembrane transport: solute carrier,"slc-25A29 is an ortholog of human SLC25A47 (solute carrier family 25 member 47) and SLC25A29 (solute carrier family 25 member 29); microarray and RNA sequencing studies indicate that slc-25A29 is affected by cyc-1, wdr-23, eat-2, htz-1, daf-2, daf-16, cox-5B, jmjd-3.1, jmjd-1.2, mir-34, pgl-1, pgl-3, glh-4, glh-1, vgln-1, ain-1, ain-2, and alg-1; RNA sequencing and microarray studies indicate that slc-25A29 is affected by Methylmercury hydroxide, Quercetin, Paraquat, Allantoin, Sirolimus, and Triclosan; tiling array and RNA sequencing studies indicate that slc-25A29 is enriched in the hypodermis and in the AFD neurons."
H12D21.4,WBGene00010380,Protein modification,Protein modification: other,Protein modification: other,"mpst-2 is an ortholog of human tst (thiosulfate sulfurtransferase) and MPST (mercaptopyruvate sulfurtransferase); microarray and RNA sequencing studies indicate that mpst-2 is affected by cyc-1, clk-1, dpy-21, mir-34, ain-1, and ain-2; microarray studies indicate that mpst-2 is affected by Methylmercuric chloride, Cadmium, Sirolimus, and Allantoin."
H12D21.7,WBGene00010383,Protein modification,Protein modification: other,Protein modification: other,"mpst-3 is an ortholog of human tst (thiosulfate sulfurtransferase) and MPST (mercaptopyruvate sulfurtransferase); microarray and RNA sequencing studies indicate that mpst-3 is affected by Methylmercuric chloride, Rotenone, Resveratrol, Cry5B, Quercetin, Hydrolyzable Tannins, Humic substances, Selenium, and Sirolimus; tiling array, RNA sequencing, and microarray studies indicate that mpst-3 is enriched in the intestine, gon_male_dtc posterior, gon_male_dtc anterior, Z1.p, and Z4.a."
H12D21.10,WBGene00010386,Protein modification,Protein modification: other,Protein modification: other,"H12D21.10 is an ortholog of human Eogt (EGF domain specific O-linked N-acetylglucosamine transferase); RNA sequencing and microarray studies indicate that H12D21.10 is affected by emr-1, lem-2, htz-1, csr-1, jmjd-3.1, jmjd-1.2, hsf-1, daf-12, daf-16, dpy-21, pgl-1, pgl-3, glh-4, glh-1, emb-4, ahr-1, and fbf-1; RNA sequencing and microarray studies indicate that H12D21.10 is affected by 1-methylnicotinamide, Cry5B, Diazinon, Humic substances, and Copper sulfate; microarray, tiling array, and RNA sequencing studies indicate that H12D21.10 is enriched in the hypodermis, intestine, gon_male_dtc posterior, gon_male_dtc anterior, Z1.p, Z4.a, Z4, Z1, and hermaphrodite-specific tissues and in the PVD and OLL neurons."
T01C3.4,WBGene00011321,Metabolism,Metabolism: lipid,Metabolism: lipid: lipase,fil-1 is involved in lipid catabolic process; fil-1 exhibits lipase activity; fil-1 is expressed in the intestine.
C01G10.9,WBGene00007236,Metabolism,Metabolism: nucleotide,Metabolism: nucleotide,"C01G10.9 is an ortholog of human MRI1 (methylthioribose-1-phosphate isomerase 1); tiling array, proteomic, microarray, and RNA sequencing studies indicate that C01G10.9 is affected by daf-12, gld-1, let-7, clk-1, htz-1, set-25, met-2, skn-1, pgl-1, pgl-3, glh-4, glh-1, emb-4, sir-2.1, dpy-10, tax-6, lin-35, and let-60; microarray studies indicate that C01G10.9 is affected by Fluoranthene, Cry5B, and Chlorpyrifos; tiling array, RNA sequencing, and microarray studies indicate that C01G10.9 is enriched in the intestine and in the NSM neurons."
T01G5.2,WBGene00011340,Protein modification,Protein modification: carbohydrate,Protein modification: carbohydrate,"ugt-30 is an ortholog of human UGT3A2 (UDP glycosyltransferase family 3 member A2) and UGT3A1 (UDP glycosyltransferase family 3 member A1); ugt-30 is predicted to have transferase activity, transferring hexosyl groups, based on protein domain information."
Y75B12B.6,WBGene00004037,Signaling,Signaling: lipid,Signaling: lipid: phospholipase C,"plc-2 encodes one of five C. elegans phospholipase C (PLC) isozymes; the amino acid sequence of PLC-2 is most closely related to members of the PLC-beta group, but is divergent and does not include an extended C terminus typical of other PLC-betas."
M01B2.6,WBGene00010799,Cuticle,Cuticle: chitinase,Cuticle: chitinase,"chil-12 is predicted to have chitin binding activity, based on protein domain information."
C29F3.1,WBGene00001150,Metabolism,Metabolism: lipid,Metabolism: lipid: beta oxidation,"ech-1.1 encodes one of two C. elegans enoyl-CoA hydratases/long-chain 3-hydroxyacyl-CoA dehydrogenases [EC:4.2.1.17 1.1.1.211] orthologous to human HADHA (hydroxyacyl-coenzyme A dehydrogenase/3-ketoacyl-coenzyme A thiolase/enoyl-coenzyme a hydratase (trifunctional protein), alpha subunit OMIM:600890), which when mutated leads to disease; loss of ech-1.1 activity via RNAi results in an increase in overall body fat, consistent with ECH-1.1's predicted role in fatty acid metabolism; expression of ech-1.1 mRNA is positively regulated by the NHR-49 nuclear receptor."
R08H2.1,WBGene00000986,Metabolism,Metabolism: short chain dehydrogenase,Metabolism: short chain dehydrogenase,dhs-23 encodes a short-chain dehydrogenase predicted to be mitochondrial.
F28F8.2,WBGene00009221,Metabolism,Metabolism: lipid,Metabolism: lipid: fatty acid,"acs-2 encodes an acyl-CoA synthetase; by homology, ACS-2 is predicted to catalyze conversion of a fatty acid to Acyl-CoA for subsequent beta oxidation; accordingly, loss of acs-2 activity via RNAi results in defects in fat metabolism; an ACS-2::GFP reporter fusion protein is widely expressed and appears to localize to mitochondria; acs-2 expression is positively regulated by the NHR-49 nuclear hormone receptor."
T06C12.10,WBGene00011517,Metabolism,Metabolism: lipid,Metabolism: lipid: sphingolipid,"cgt-1 encodes a transmembrane protein that is one of three C. elegans ceramide glucosyltransferases; by homology, CGT-1 is predicted to localize to the Golgi membrane and catalyze the transfer of glucose from UDP-glucose to ceramide to synthesize glucosylceramide, a glycosphingolipid precursor; although cgt-1 mutant worms show no obvious defects, animals doubly mutant for cgt-1 and cgt-3 arrest development in the early L1 larval stage, showing impaired feeding ability; in addition, cgt-3;cgt-1 and cgt-3;cgt-1;cgt-2 mutant animals show reduced glucosylceramide levels; a CGT-1::GFP reporter fusion is expressed in pharyngeal tissues, the intestine, the pharyngeal-intestinal and intestinal-rectal valves, the rectal gland cells, unidentified head cells, and the excretory system; cgt-1 expression in the intestine is sufficient to rescue the defects of cgt-3;cgt-1 mutant animals."
F35E8.8,WBGene00001786,Stress response,Stress response: GST,Stress response: GST,gst-38 encodes a glutathione-S-transferase; gst-38 is predicted to function as a phase II detoxification enzyme and its expression is altered in response to stress; a GST-38::GFP reporter is expressed in the intestine.
F22B8.6,WBGene00009048,Metabolism,Metabolism: 1CC,Metabolism: 1CC: transulfulation,"cth-1 encodes a putative cystathionine gamma-lyase; CTH-1 is orthologous to human CTH (OMIM:607657, mutated in cystathioninuria), extremely similar to its paralog CTH-2, and also paralogous to CBL-1; either CTH-1, or CTH-2, or both proteins weakly inhibit DHC-1 in vivo."
F11A5.12,WBGene00008678,Metabolism,Metabolism: lipid,Metabolism: lipid: sterol,"stdh-2 encodes a putative steroid dehydrogenase required for normally  short lifespan; STDH-2 is orthologous to human HSD17B3 (OMIM:605573,  mutated in pseudohermaphroditism), HSD17B12 (OMIM:609574), and HSDL1,  and paralogous to LET-767, STDH-1, and STDH-3/-4."
F21H7.9,WBGene00001545,Signaling,Signaling: heteromeric G protein,Signaling: heteromeric G protein: guanylyl cyclase,gcy-20 encodes a predicted guanylate cyclase.
F13A7.10,WBGene00001792,Stress response,Stress response: GST,Stress response: GST,"gst-44 encodes a putative omega-class glutathione transferase (GST; EC  2.5.1.18) which, like its paralog GSTO-1, might have thiol  oxidoreductase and dehydroascorbate reductase activity; GST-44 is  expressed in excretory cell cytoplasm; other GST-44 paralogs include  C02D5.3 and K10F12.4; GST-44 has no obvious function in mass RNAi  assays."
T25E12.5,WBGene00012020,Protein modification,Protein modification: carbohydrate,Protein modification: carbohydrate,"gyg-2 is an ortholog of human GYG1 (glycogenin 1) and GYG2 (glycogenin 2); gyg-2 is predicted to have transferase activity, transferring glycosyl groups, based on protein domain information; gyg-2 is expressed in the germ line."
W06H3.2,WBGene00004248,Non-translated RNA,Non-translated RNA: tRNA,Non-translated RNA: tRNA: production,"pus-1 encodes a putative tRNA pseudouridine synthase that is predicted, by phylogenetic profiling, to be mitochondrial."
